LCLid,datetime,energy(kWh/hh),temperature
MAC003646,2012-10-12 12:30:00,0.212,13.99
MAC003646,2012-10-12 13:00:00,0.093,13.99
MAC003646,2012-10-12 13:30:00,0.172,13.52
MAC003646,2012-10-12 14:00:00,0.274,13.52
MAC003646,2012-10-12 14:30:00,0.066,12.69
MAC003646,2012-10-12 15:00:00,0.093,12.69
MAC003646,2012-10-12 15:30:00,0.084,12.46
MAC003646,2012-10-12 16:00:00,0.123,12.46
MAC003646,2012-10-12 16:30:00,1.0420001,11.31
MAC003646,2012-10-12 17:00:00,0.778,11.31
MAC003646,2012-10-12 17:30:00,0.283,10.39
MAC003646,2012-10-12 18:00:00,0.249,10.39
MAC003646,2012-10-12 18:30:00,0.262,9.38
MAC003646,2012-10-12 19:00:00,0.282,9.38
MAC003646,2012-10-12 19:30:00,0.307,8.93
MAC003646,2012-10-12 20:00:00,0.346,8.93
MAC003646,2012-10-12 20:30:00,0.948,8.93
MAC003646,2012-10-12 21:00:00,0.341,8.93
MAC003646,2012-10-12 21:30:00,0.584,8.51
MAC003646,2012-10-12 22:00:00,0.067,8.51
MAC003646,2012-10-12 22:30:00,0.082,8.97
MAC003646,2012-10-12 23:00:00,0.054,8.97
MAC003646,2012-10-12 23:30:00,0.096,8.78
MAC003646,2012-10-13 00:00:00,0.067,8.78
MAC003646,2012-10-13 00:30:00,0.091,8.27
MAC003646,2012-10-13 01:00:00,0.055,8.27
MAC003646,2012-10-13 01:30:00,0.077,7.87
MAC003646,2012-10-13 02:00:00,0.081,7.87
MAC003646,2012-10-13 02:30:00,0.081,7.89
MAC003646,2012-10-13 03:00:00,0.076,7.89
MAC003646,2012-10-13 03:30:00,0.062,7.74
MAC003646,2012-10-13 04:00:00,0.072,7.74
MAC003646,2012-10-13 04:30:00,0.074,7.33
MAC003646,2012-10-13 05:00:00,0.084,7.33
MAC003646,2012-10-13 05:30:00,0.079,6.5
MAC003646,2012-10-13 06:00:00,0.116,6.5
MAC003646,2012-10-13 06:30:00,0.833,6.47
MAC003646,2012-10-13 07:00:00,0.278,6.47
MAC003646,2012-10-13 07:30:00,0.134,7.84
MAC003646,2012-10-13 08:00:00,0.102,7.84
MAC003646,2012-10-13 08:30:00,0.049,9.12
MAC003646,2012-10-13 09:00:00,0.097,9.12
MAC003646,2012-10-13 09:30:00,0.287,10.66
MAC003646,2012-10-13 10:00:00,0.12,10.66
MAC003646,2012-10-13 10:30:00,0.151,10.58
MAC003646,2012-10-13 11:00:00,0.062,10.58
MAC003646,2012-10-13 11:30:00,0.094,11.43
MAC003646,2012-10-13 12:00:00,0.115,11.43
MAC003646,2012-10-13 12:30:00,0.175,11.38
MAC003646,2012-10-13 13:00:00,0.148,11.38
MAC003646,2012-10-13 13:30:00,0.111,11.53
MAC003646,2012-10-13 14:00:00,0.566,11.53
MAC003646,2012-10-13 14:30:00,0.095,10.11
MAC003646,2012-10-13 15:00:00,0.045,10.11
MAC003646,2012-10-13 15:30:00,0.069,10.27
MAC003646,2012-10-13 16:00:00,0.061,10.27
MAC003646,2012-10-13 16:30:00,0.086,9.91
MAC003646,2012-10-13 17:00:00,0.05,9.91
MAC003646,2012-10-13 17:30:00,0.171,9.01
MAC003646,2012-10-13 18:00:00,0.313,9.01
MAC003646,2012-10-13 18:30:00,0.38,7.63
MAC003646,2012-10-13 19:00:00,0.35,7.63
MAC003646,2012-10-13 19:30:00,0.387,7.01
MAC003646,2012-10-13 20:00:00,0.316,7.01
MAC003646,2012-10-13 20:30:00,0.267,6.53
MAC003646,2012-10-13 21:00:00,0.856,6.53
MAC003646,2012-10-13 21:30:00,0.583,6.41
MAC003646,2012-10-13 22:00:00,0.168,6.41
MAC003646,2012-10-13 22:30:00,0.068,5.92
MAC003646,2012-10-13 23:00:00,0.093,5.92
MAC003646,2012-10-13 23:30:00,0.063,5.69
MAC003646,2012-10-14 00:00:00,0.067,5.69
MAC003646,2012-10-14 00:30:00,0.057,5.17
MAC003646,2012-10-14 01:00:00,0.086,5.17
MAC003646,2012-10-14 01:30:00,0.059,4.67
MAC003646,2012-10-14 02:00:00,0.066,4.67
MAC003646,2012-10-14 02:30:00,0.051,4.11
MAC003646,2012-10-14 03:00:00,0.087,4.11
MAC003646,2012-10-14 03:30:00,0.065,3.62
MAC003646,2012-10-14 04:00:00,0.07,3.62
MAC003646,2012-10-14 04:30:00,0.047,3.43
MAC003646,2012-10-14 05:00:00,0.085,3.43
MAC003646,2012-10-14 05:30:00,0.071,2.94
MAC003646,2012-10-14 06:00:00,0.119,2.94
MAC003646,2012-10-14 06:30:00,0.595,2.81
MAC003646,2012-10-14 07:00:00,0.225,2.81
MAC003646,2012-10-14 07:30:00,0.224,4.42
MAC003646,2012-10-14 08:00:00,0.128,4.42
MAC003646,2012-10-14 08:30:00,0.307,6.68
MAC003646,2012-10-14 09:00:00,0.174,6.68
MAC003646,2012-10-14 09:30:00,0.192,9.44
MAC003646,2012-10-14 10:00:00,0.12,9.44
MAC003646,2012-10-14 10:30:00,0.123,11.07
MAC003646,2012-10-14 11:00:00,0.115,11.07
MAC003646,2012-10-14 11:30:00,0.266,11.78
MAC003646,2012-10-14 12:00:00,0.217,11.78
MAC003656,2012-10-12 12:00:00,0.0,13.86
MAC003656,2012-10-12 13:00:00,0.299,13.99
MAC003656,2012-10-12 13:30:00,0.266,13.52
MAC003656,2012-10-12 14:00:00,0.307,13.52
MAC003656,2012-10-12 14:30:00,0.509,12.69
MAC003656,2012-10-12 15:00:00,0.618,12.69
MAC003656,2012-10-12 15:30:00,0.398,12.46
MAC003656,2012-10-12 16:00:00,0.259,12.46
MAC003656,2012-10-12 16:30:00,0.152,11.31
MAC003656,2012-10-12 17:00:00,0.196,11.31
MAC003656,2012-10-12 17:30:00,0.144,10.39
MAC003656,2012-10-12 18:00:00,0.153,10.39
MAC003656,2012-10-12 18:30:00,0.26,9.38
MAC003656,2012-10-12 19:00:00,0.129,9.38
MAC003656,2012-10-12 19:30:00,0.172,8.93
MAC003656,2012-10-12 20:00:00,0.172,8.93
MAC003656,2012-10-12 20:30:00,0.197,8.93
MAC003656,2012-10-12 21:00:00,0.251,8.93
MAC003656,2012-10-12 21:30:00,0.493,8.51
MAC003656,2012-10-12 22:00:00,0.366,8.51
MAC003656,2012-10-12 22:30:00,0.472,8.97
MAC003656,2012-10-12 23:00:00,0.38,8.97
MAC003656,2012-10-12 23:30:00,0.182,8.78
MAC003656,2012-10-13 00:00:00,0.167,8.78
MAC003656,2012-10-13 00:30:00,0.126,8.27
MAC003656,2012-10-13 01:00:00,0.254,8.27
MAC003656,2012-10-13 01:30:00,0.175,7.87
MAC003656,2012-10-13 02:00:00,0.155,7.87
MAC003656,2012-10-13 02:30:00,0.234,7.89
MAC003656,2012-10-13 03:00:00,0.132,7.89
MAC003656,2012-10-13 03:30:00,0.217,7.74
MAC003656,2012-10-13 04:00:00,0.26,7.74
MAC003656,2012-10-13 04:30:00,0.227,7.33
MAC003656,2012-10-13 05:00:00,0.165,7.33
MAC003656,2012-10-13 05:30:00,0.127,6.5
MAC003656,2012-10-13 06:00:00,0.231,6.5
MAC003656,2012-10-13 06:30:00,0.32,6.47
MAC003656,2012-10-13 07:00:00,0.431,6.47
MAC003656,2012-10-13 07:30:00,0.472,7.84
MAC003656,2012-10-13 08:00:00,0.994,7.84
MAC003656,2012-10-13 08:30:00,0.822,9.12
MAC003656,2012-10-13 09:00:00,0.915,9.12
MAC003656,2012-10-13 09:30:00,1.03,10.66
MAC003656,2012-10-13 10:00:00,1.031,10.66
MAC003656,2012-10-13 10:30:00,0.834,10.58
MAC003656,2012-10-13 11:00:00,0.776,10.58
MAC003656,2012-10-13 11:30:00,0.214,11.43
MAC003656,2012-10-13 12:00:00,0.112,11.43
MAC003656,2012-10-13 12:30:00,0.175,11.38
MAC003656,2012-10-13 13:00:00,0.139,11.38
MAC003656,2012-10-13 13:30:00,0.61,11.53
MAC003656,2012-10-13 14:00:00,0.533,11.53
MAC003656,2012-10-13 14:30:00,0.245,10.11
MAC003656,2012-10-13 15:00:00,0.322,10.11
MAC003656,2012-10-13 15:30:00,0.352,10.27
MAC003656,2012-10-13 16:00:00,0.325,10.27
MAC003656,2012-10-13 16:30:00,0.395,9.91
MAC003656,2012-10-13 17:00:00,0.323,9.91
MAC003656,2012-10-13 17:30:00,0.283,9.01
MAC003656,2012-10-13 18:00:00,0.366,9.01
MAC003656,2012-10-13 18:30:00,0.29,7.63
MAC003656,2012-10-13 19:00:00,0.36,7.63
MAC003656,2012-10-13 19:30:00,0.342,7.01
MAC003656,2012-10-13 20:00:00,0.311,7.01
MAC003656,2012-10-13 20:30:00,0.345,6.53
MAC003656,2012-10-13 21:00:00,0.318,6.53
MAC003656,2012-10-13 21:30:00,0.349,6.41
MAC003656,2012-10-13 22:00:00,0.382,6.41
MAC003656,2012-10-13 22:30:00,0.353,5.92
MAC003656,2012-10-13 23:00:00,0.403,5.92
MAC003656,2012-10-13 23:30:00,0.269,5.69
MAC003656,2012-10-14 00:00:00,0.16,5.69
MAC003656,2012-10-14 00:30:00,0.214,5.17
MAC003656,2012-10-14 01:00:00,0.197,5.17
MAC003656,2012-10-14 01:30:00,0.226,4.67
MAC003656,2012-10-14 02:00:00,0.156,4.67
MAC003656,2012-10-14 02:30:00,0.202,4.11
MAC003656,2012-10-14 03:00:00,0.256,4.11
MAC003656,2012-10-14 03:30:00,0.145,3.62
MAC003656,2012-10-14 04:00:00,0.196,3.62
MAC003656,2012-10-14 04:30:00,0.112,3.43
MAC003656,2012-10-14 05:00:00,0.202,3.43
MAC003656,2012-10-14 05:30:00,0.111,2.94
MAC003656,2012-10-14 06:00:00,0.18,2.94
MAC003656,2012-10-14 06:30:00,0.198,2.81
MAC003656,2012-10-14 07:00:00,0.63,2.81
MAC003656,2012-10-14 07:30:00,0.492,4.42
MAC003656,2012-10-14 08:00:00,1.3789999,4.42
MAC003656,2012-10-14 08:30:00,1.1900001,6.68
MAC003656,2012-10-14 09:00:00,1.256,6.68
MAC003656,2012-10-14 09:30:00,0.678,9.44
MAC003656,2012-10-14 10:00:00,0.65,9.44
MAC003656,2012-10-14 10:30:00,0.66,11.07
MAC003656,2012-10-14 11:00:00,1.025,11.07
MAC003656,2012-10-14 11:30:00,0.813,11.78
MAC003656,2012-10-14 12:00:00,0.195,11.78
MAC003656,2012-10-14 12:30:00,0.154,11.88
MAC003656,2012-10-14 13:00:00,0.249,11.88
MAC003656,2012-10-14 13:30:00,0.285,12.32
MAC003656,2012-10-14 14:00:00,0.342,12.32
MAC003668,2012-10-15 08:30:00,0.795,9.21
MAC003668,2012-10-15 09:00:00,1.3430001,9.21
MAC003668,2012-10-15 09:30:00,0.791,10.47
MAC003668,2012-10-15 10:00:00,0.849,10.47
MAC003668,2012-10-15 10:30:00,1.228,11.67
MAC003668,2012-10-15 11:00:00,1.438,11.67
MAC003668,2012-10-15 11:30:00,1.518,12.27
MAC003668,2012-10-15 12:00:00,0.805,12.27
MAC003668,2012-10-15 12:30:00,1.4680001,12.66
MAC003668,2012-10-15 13:00:00,1.821,12.66
MAC003668,2012-10-15 13:30:00,1.516,13.03
MAC003668,2012-10-15 14:00:00,2.385,13.03
MAC003668,2012-10-15 14:30:00,1.557,12.62
MAC003668,2012-10-15 15:00:00,0.991,12.62
MAC003668,2012-10-15 15:30:00,1.3789999,12.51
MAC003668,2012-10-15 16:00:00,0.938,12.51
MAC003668,2012-10-15 16:30:00,0.308,11.57
MAC003668,2012-10-15 17:00:00,0.217,11.57
MAC003668,2012-10-15 17:30:00,1.146,12.17
MAC003668,2012-10-15 18:00:00,1.777,12.17
MAC003668,2012-10-15 18:30:00,2.875,11.78
MAC003668,2012-10-15 19:00:00,3.316,11.78
MAC003668,2012-10-15 19:30:00,2.3080001,11.38
MAC003668,2012-10-15 20:00:00,2.0409999,11.38
MAC003668,2012-10-15 20:30:00,1.9450001,11.77
MAC003668,2012-10-15 21:00:00,1.279,11.77
MAC003668,2012-10-15 21:30:00,1.313,11.46
MAC003668,2012-10-15 22:00:00,2.026,11.46
MAC003668,2012-10-15 22:30:00,0.747,11.56
MAC003668,2012-10-15 23:00:00,0.315,11.56
MAC003668,2012-10-15 23:30:00,0.272,11.61
MAC003668,2012-10-16 00:00:00,0.299,11.61
MAC003668,2012-10-16 00:30:00,0.28,11.67
MAC003668,2012-10-16 01:00:00,0.249,11.67
MAC003668,2012-10-16 01:30:00,0.288,12.09
MAC003668,2012-10-16 02:00:00,0.251,12.09
MAC003668,2012-10-16 02:30:00,0.318,10.95
MAC003668,2012-10-16 03:00:00,0.234,10.95
MAC003668,2012-10-16 03:30:00,0.284,10.21
MAC003668,2012-10-16 04:00:00,0.306,10.21
MAC003668,2012-10-16 04:30:00,0.235,9.81
MAC003668,2012-10-16 05:00:00,0.284,9.81
MAC003668,2012-10-16 05:30:00,0.292,9.86
MAC003668,2012-10-16 06:00:00,0.473,9.86
MAC003668,2012-10-16 06:30:00,0.399,10.32
MAC003668,2012-10-16 07:00:00,0.303,10.32
MAC003668,2012-10-16 07:30:00,0.362,10.9
MAC003668,2012-10-16 08:00:00,0.55,10.9
MAC003668,2012-10-16 08:30:00,0.377,11.96
MAC003668,2012-10-16 09:00:00,0.265,11.96
MAC003668,2012-10-16 09:30:00,0.197,12.99
MAC003668,2012-10-16 10:00:00,0.275,12.99
MAC003668,2012-10-16 10:30:00,0.313,13.59
MAC003668,2012-10-16 11:00:00,0.274,13.59
MAC003668,2012-10-16 11:30:00,0.209,14.08
MAC003668,2012-10-16 12:00:00,0.252,14.08
MAC003668,2012-10-16 12:30:00,0.23,14.34
MAC003668,2012-10-16 13:00:00,0.21,14.34
MAC003668,2012-10-16 13:30:00,0.274,14.74
MAC003668,2012-10-16 14:00:00,0.238,14.74
MAC003668,2012-10-16 14:30:00,0.239,14.64
MAC003668,2012-10-16 15:00:00,0.213,14.64
MAC003668,2012-10-16 15:30:00,1.347,13.67
MAC003668,2012-10-16 16:00:00,0.9,13.67
MAC003668,2012-10-16 16:30:00,0.969,12.39
MAC003668,2012-10-16 17:00:00,0.342,12.39
MAC003668,2012-10-16 17:30:00,1.016,11.22
MAC003668,2012-10-16 18:00:00,2.964,11.22
MAC003668,2012-10-16 18:30:00,2.3540001,10.53
MAC003668,2012-10-16 19:00:00,1.133,10.53
MAC003668,2012-10-16 19:30:00,1.6339999,10.02
MAC003668,2012-10-16 20:00:00,1.613,10.02
MAC003668,2012-10-16 20:30:00,1.656,9.06
MAC003668,2012-10-16 21:00:00,1.576,9.06
MAC003668,2012-10-16 21:30:00,1.854,9.13
MAC003668,2012-10-16 22:00:00,1.0039999,9.13
MAC003668,2012-10-16 22:30:00,0.274,8.8
MAC003668,2012-10-16 23:00:00,0.285,8.8
MAC003668,2012-10-16 23:30:00,0.314,9.56
MAC003668,2012-10-17 00:00:00,0.238,9.56
MAC003668,2012-10-17 00:30:00,0.296,10.33
MAC003668,2012-10-17 01:00:00,0.29,10.33
MAC003668,2012-10-17 01:30:00,0.232,10.98
MAC003668,2012-10-17 02:00:00,0.301,10.98
MAC003668,2012-10-17 02:30:00,0.273,10.95
MAC003668,2012-10-17 03:00:00,0.275,10.95
MAC003668,2012-10-17 03:30:00,0.247,10.6
MAC003668,2012-10-17 04:00:00,0.298,10.6
MAC003668,2012-10-17 04:30:00,0.264,11.57
MAC003668,2012-10-17 05:00:00,0.253,11.57
MAC003668,2012-10-17 05:30:00,0.341,12.81
MAC003668,2012-10-17 06:00:00,0.577,12.81
MAC003668,2012-10-17 06:30:00,0.6,12.8
MAC003668,2012-10-17 07:00:00,0.415,12.8
MAC003668,2012-10-17 07:30:00,0.253,12.89
MAC003668,2012-10-17 08:00:00,0.219,12.89
MAC003668,2012-10-17 08:30:00,0.246,14.34
MAC003668,2012-10-17 09:00:00,0.695,14.34
MAC003668,2012-10-17 09:30:00,0.589,15.18
MAC003668,2012-10-17 10:00:00,0.223,15.18
MAC003680,2012-10-16 08:00:00,0.303,10.9
MAC003680,2012-10-16 08:30:00,0.651,11.96
MAC003680,2012-10-16 09:00:00,0.258,11.96
MAC003680,2012-10-16 09:30:00,0.206,12.99
MAC003680,2012-10-16 10:00:00,1.02,12.99
MAC003680,2012-10-16 10:30:00,0.768,13.59
MAC003680,2012-10-16 11:00:00,0.183,13.59
MAC003680,2012-10-16 11:30:00,0.212,14.08
MAC003680,2012-10-16 12:00:00,0.186,14.08
MAC003680,2012-10-16 12:30:00,0.189,14.34
MAC003680,2012-10-16 13:00:00,0.213,14.34
MAC003680,2012-10-16 13:30:00,0.41,14.74
MAC003680,2012-10-16 14:00:00,0.349,14.74
MAC003680,2012-10-16 14:30:00,0.186,14.64
MAC003680,2012-10-16 15:00:00,0.269,14.64
MAC003680,2012-10-16 15:30:00,0.324,13.67
MAC003680,2012-10-16 16:00:00,0.243,13.67
MAC003680,2012-10-16 16:30:00,0.772,12.39
MAC003680,2012-10-16 17:00:00,0.669,12.39
MAC003680,2012-10-16 17:30:00,0.634,11.22
MAC003680,2012-10-16 18:00:00,0.392,11.22
MAC003680,2012-10-16 18:30:00,0.438,10.53
MAC003680,2012-10-16 19:00:00,0.399,10.53
MAC003680,2012-10-16 19:30:00,0.429,10.02
MAC003680,2012-10-16 20:00:00,0.356,10.02
MAC003680,2012-10-16 20:30:00,0.532,9.06
MAC003680,2012-10-16 21:00:00,0.364,9.06
MAC003680,2012-10-16 21:30:00,0.466,9.13
MAC003680,2012-10-16 22:00:00,0.334,9.13
MAC003680,2012-10-16 22:30:00,0.298,8.8
MAC003680,2012-10-16 23:00:00,0.216,8.8
MAC003680,2012-10-16 23:30:00,0.192,9.56
MAC003680,2012-10-17 00:00:00,0.205,9.56
MAC003680,2012-10-17 00:30:00,0.182,10.33
MAC003680,2012-10-17 01:00:00,0.214,10.33
MAC003680,2012-10-17 01:30:00,0.183,10.98
MAC003680,2012-10-17 02:00:00,0.207,10.98
MAC003680,2012-10-17 02:30:00,0.198,10.95
MAC003680,2012-10-17 03:00:00,0.196,10.95
MAC003680,2012-10-17 03:30:00,0.215,10.6
MAC003680,2012-10-17 04:00:00,0.184,10.6
MAC003680,2012-10-17 04:30:00,0.204,11.57
MAC003680,2012-10-17 05:00:00,0.187,11.57
MAC003680,2012-10-17 05:30:00,0.201,12.81
MAC003680,2012-10-17 06:00:00,0.444,12.81
MAC003680,2012-10-17 06:30:00,0.374,12.8
MAC003680,2012-10-17 07:00:00,0.336,12.8
MAC003680,2012-10-17 07:30:00,0.593,12.89
MAC003680,2012-10-17 08:00:00,0.331,12.89
MAC003680,2012-10-17 08:30:00,0.245,14.34
MAC003680,2012-10-17 09:00:00,0.213,14.34
MAC003680,2012-10-17 09:30:00,0.182,15.18
MAC003680,2012-10-17 10:00:00,0.206,15.18
MAC003680,2012-10-17 10:30:00,0.189,15.92
MAC003680,2012-10-17 11:00:00,0.326,15.92
MAC003680,2012-10-17 11:30:00,0.225,15.63
MAC003680,2012-10-17 12:00:00,0.285,15.63
MAC003680,2012-10-17 12:30:00,0.208,16.6
MAC003680,2012-10-17 13:00:00,0.217,16.6
MAC003680,2012-10-17 13:30:00,0.205,14.91
MAC003680,2012-10-17 14:00:00,0.21,14.91
MAC003680,2012-10-17 14:30:00,0.218,15.39
MAC003680,2012-10-17 15:00:00,0.268,15.39
MAC003680,2012-10-17 15:30:00,0.878,14.18
MAC003680,2012-10-17 16:00:00,0.996,14.18
MAC003680,2012-10-17 16:30:00,0.353,14.08
MAC003680,2012-10-17 17:00:00,0.282,14.08
MAC003680,2012-10-17 17:30:00,1.244,14.02
MAC003680,2012-10-17 18:00:00,0.587,14.02
MAC003680,2012-10-17 18:30:00,0.373,12.9
MAC003680,2012-10-17 19:00:00,0.484,12.9
MAC003680,2012-10-17 19:30:00,0.343,13.18
MAC003680,2012-10-17 20:00:00,0.557,13.18
MAC003680,2012-10-17 20:30:00,0.373,13.11
MAC003680,2012-10-17 21:00:00,0.402,13.11
MAC003680,2012-10-17 21:30:00,0.478,13.12
MAC003680,2012-10-17 22:00:00,0.323,13.12
MAC003680,2012-10-17 22:30:00,0.279,12.71
MAC003680,2012-10-17 23:00:00,0.292,12.71
MAC003680,2012-10-17 23:30:00,0.268,13.09
MAC003680,2012-10-18 00:00:00,0.294,13.09
MAC003680,2012-10-18 00:30:00,0.223,13.08
MAC003680,2012-10-18 01:00:00,0.214,13.08
MAC003680,2012-10-18 01:30:00,0.188,12.67
MAC003680,2012-10-18 02:00:00,0.212,12.67
MAC003680,2012-10-18 02:30:00,0.254,12.69
MAC003680,2012-10-18 03:00:00,0.296,12.69
MAC003680,2012-10-18 03:30:00,0.281,12.66
MAC003680,2012-10-18 04:00:00,0.287,12.66
MAC003680,2012-10-18 04:30:00,0.275,12.99
MAC003680,2012-10-18 05:00:00,0.232,12.99
MAC003680,2012-10-18 05:30:00,0.22,12.59
MAC003680,2012-10-18 06:00:00,0.456,12.59
MAC003680,2012-10-18 06:30:00,0.423,12.15
MAC003680,2012-10-18 07:00:00,0.587,12.15
MAC003680,2012-10-18 07:30:00,0.353,12.73
MAC003680,2012-10-18 08:00:00,0.391,12.73
MAC003680,2012-10-18 08:30:00,0.246,13.67
MAC003680,2012-10-18 09:00:00,0.29,13.67
MAC003680,2012-10-18 09:30:00,0.263,14.63
MAC003686,2012-10-16 10:00:00,0.13,12.99
MAC003686,2012-10-16 10:30:00,0.187,13.59
MAC003686,2012-10-16 11:00:00,0.476,13.59
MAC003686,2012-10-16 11:30:00,0.325,14.08
MAC003686,2012-10-16 12:00:00,0.225,14.08
MAC003686,2012-10-16 12:30:00,0.332,14.34
MAC003686,2012-10-16 13:00:00,0.147,14.34
MAC003686,2012-10-16 13:30:00,0.401,14.74
MAC003686,2012-10-16 14:00:00,0.391,14.74
MAC003686,2012-10-16 14:30:00,0.158,14.64
MAC003686,2012-10-16 15:00:00,0.116,14.64
MAC003686,2012-10-16 15:30:00,0.098,13.67
MAC003686,2012-10-16 16:00:00,0.156,13.67
MAC003686,2012-10-16 16:30:00,0.202,12.39
MAC003686,2012-10-16 17:00:00,0.173,12.39
MAC003686,2012-10-16 17:30:00,0.882,11.22
MAC003686,2012-10-16 18:00:00,1.031,11.22
MAC003686,2012-10-16 18:30:00,0.472,10.53
MAC003686,2012-10-16 19:00:00,0.532,10.53
MAC003686,2012-10-16 19:30:00,0.44,10.02
MAC003686,2012-10-16 20:00:00,0.484,10.02
MAC003686,2012-10-16 20:30:00,0.308,9.06
MAC003686,2012-10-16 21:00:00,0.25,9.06
MAC003686,2012-10-16 21:30:00,0.202,9.13
MAC003686,2012-10-16 22:00:00,0.103,9.13
MAC003686,2012-10-16 22:30:00,0.117,8.8
MAC003686,2012-10-16 23:00:00,0.11,8.8
MAC003686,2012-10-16 23:30:00,0.105,9.56
MAC003686,2012-10-17 00:00:00,0.114,9.56
MAC003686,2012-10-17 00:30:00,0.095,10.33
MAC003686,2012-10-17 01:00:00,0.103,10.33
MAC003686,2012-10-17 01:30:00,0.122,10.98
MAC003686,2012-10-17 02:00:00,0.093,10.98
MAC003686,2012-10-17 02:30:00,0.104,10.95
MAC003686,2012-10-17 03:00:00,0.108,10.95
MAC003686,2012-10-17 03:30:00,0.102,10.6
MAC003686,2012-10-17 04:00:00,0.117,10.6
MAC003686,2012-10-17 04:30:00,0.101,11.57
MAC003686,2012-10-17 05:00:00,0.107,11.57
MAC003686,2012-10-17 05:30:00,0.183,12.81
MAC003686,2012-10-17 06:00:00,0.154,12.81
MAC003686,2012-10-17 06:30:00,0.429,12.8
MAC003686,2012-10-17 07:00:00,0.493,12.8
MAC003686,2012-10-17 07:30:00,0.399,12.89
MAC003686,2012-10-17 08:00:00,0.171,12.89
MAC003686,2012-10-17 08:30:00,0.09,14.34
MAC003686,2012-10-17 09:00:00,0.112,14.34
MAC003686,2012-10-17 09:30:00,0.112,15.18
MAC003686,2012-10-17 10:00:00,0.094,15.18
MAC003686,2012-10-17 10:30:00,0.13,15.92
MAC003686,2012-10-17 11:00:00,0.11,15.92
MAC003686,2012-10-17 11:30:00,0.105,15.63
MAC003686,2012-10-17 12:00:00,0.119,15.63
MAC003686,2012-10-17 12:30:00,0.094,16.6
MAC003686,2012-10-17 13:00:00,0.114,16.6
MAC003686,2012-10-17 13:30:00,0.114,14.91
MAC003686,2012-10-17 14:00:00,0.092,14.91
MAC003686,2012-10-17 14:30:00,0.117,15.39
MAC003686,2012-10-17 15:00:00,0.11,15.39
MAC003686,2012-10-17 15:30:00,0.096,14.18
MAC003686,2012-10-17 16:00:00,0.143,14.18
MAC003686,2012-10-17 16:30:00,0.185,14.08
MAC003686,2012-10-17 17:00:00,0.19,14.08
MAC003686,2012-10-17 17:30:00,0.177,14.02
MAC003686,2012-10-17 18:00:00,0.154,14.02
MAC003686,2012-10-17 18:30:00,0.301,12.9
MAC003686,2012-10-17 19:00:00,0.613,12.9
MAC003686,2012-10-17 19:30:00,0.493,13.18
MAC003686,2012-10-17 20:00:00,0.462,13.18
MAC003686,2012-10-17 20:30:00,0.531,13.11
MAC003686,2012-10-17 21:00:00,0.247,13.11
MAC003686,2012-10-17 21:30:00,0.141,13.12
MAC003686,2012-10-17 22:00:00,0.141,13.12
MAC003686,2012-10-17 22:30:00,0.107,12.71
MAC003686,2012-10-17 23:00:00,0.114,12.71
MAC003686,2012-10-17 23:30:00,0.111,13.09
MAC003686,2012-10-18 00:00:00,0.117,13.09
MAC003686,2012-10-18 00:30:00,0.122,13.08
MAC003686,2012-10-18 01:00:00,0.097,13.08
MAC003686,2012-10-18 01:30:00,0.111,12.67
MAC003686,2012-10-18 02:00:00,0.102,12.67
MAC003686,2012-10-18 02:30:00,0.103,12.69
MAC003686,2012-10-18 03:00:00,0.112,12.69
MAC003686,2012-10-18 03:30:00,0.096,12.66
MAC003686,2012-10-18 04:00:00,0.115,12.66
MAC003686,2012-10-18 04:30:00,0.113,12.99
MAC003686,2012-10-18 05:00:00,0.107,12.99
MAC003686,2012-10-18 05:30:00,0.171,12.59
MAC003686,2012-10-18 06:00:00,0.162,12.59
MAC003686,2012-10-18 06:30:00,0.248,12.15
MAC003686,2012-10-18 07:00:00,0.292,12.15
MAC003686,2012-10-18 07:30:00,0.214,12.73
MAC003686,2012-10-18 08:00:00,0.243,12.73
MAC003686,2012-10-18 08:30:00,0.212,13.67
MAC003686,2012-10-18 09:00:00,0.223,13.67
MAC003686,2012-10-18 09:30:00,0.18,14.63
MAC003686,2012-10-18 10:00:00,0.162,14.63
MAC003686,2012-10-18 10:30:00,0.117,14.79
MAC003686,2012-10-18 11:00:00,0.088,14.79
MAC003686,2012-10-18 11:30:00,0.114,15.21
MAC003718,2012-10-17 13:00:00,0.09,16.6
MAC003718,2012-10-17 13:30:00,0.16,14.91
MAC003718,2012-10-17 14:00:00,0.212,14.91
MAC003718,2012-10-17 14:30:00,0.145,15.39
MAC003718,2012-10-17 15:00:00,0.104,15.39
MAC003718,2012-10-17 15:30:00,0.122,14.18
MAC003718,2012-10-17 16:00:00,0.184,14.18
MAC003718,2012-10-17 16:30:00,0.171,14.08
MAC003718,2012-10-17 17:00:00,0.246,14.08
MAC003718,2012-10-17 17:30:00,0.196,14.02
MAC003718,2012-10-17 18:00:00,0.229,14.02
MAC003718,2012-10-17 18:30:00,0.446,12.9
MAC003718,2012-10-17 19:00:00,0.465,12.9
MAC003718,2012-10-17 19:30:00,0.305,13.18
MAC003718,2012-10-17 20:00:00,0.39,13.18
MAC003718,2012-10-17 20:30:00,0.404,13.11
MAC003718,2012-10-17 21:00:00,0.39,13.11
MAC003718,2012-10-17 21:30:00,0.288,13.12
MAC003718,2012-10-17 22:00:00,0.507,13.12
MAC003718,2012-10-17 22:30:00,0.432,12.71
